title,average_rating,language_code,num_pages,ratings_count,text_reviews_count,decade,quarter,tra_co,multivolume
Jojo's Bizarre Adventure  Tome 19: La Lampe Magique (Stardust Crusaders  #7),4.42,fre,200,3,1,2000,3,1,1
Jojo's Bizarre Adventure  Tome 14: Le Navire désert et le Singe (Stardust Crusaders  #2),4.41,fre,189,4,2,2000,1,1,1
Jojo's Bizarre Adventure  Tome 13: Le Maléfice de Dio (Stardust Crusaders  #1),4.31,fre,191,4,3,2000,1,1,1
Jojo's Bizarre Adventure  Tome 5: La dernière onde (Phantom Blood  #5),4.1,fre,208,121,3,2000,2,0,1
Jojo's Bizarre Adventure  Tome 9: Ruée vers la falaise de la mort! (Battle Tendency  #4),4.27,fre,192,91,2,2000,3,0,1
Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),4.36,fre,188,2,1,2000,2,1,1
Jojo's Bizarre Adventure  Tome 11: Le guerrier qui retourne au vent (Battle Tendency  #6),4.39,fre,185,94,1,2000,4,0,1
Jojo's Bizarre Adventure  Tome 16: L'Expérience du combat ! (Stardust Crusaders  #4),4.45,fre,207,3,1,2000,2,1,1
Jojo's Bizarre Adventure  Tome 14: Le revolver est plus fort que l'épée (Stardust Crusaders  #3),4.44,fre,202,4,2,2000,1,1,1
From Far Away  Vol. 12,4.43,eng,208,909,15,2000,3,1,1
From Far Away  Vol. 13,4.48,eng,208,897,17,2000,4,1,1
From Far Away  Vol. 14,4.5,eng,208,986,37,2000,1,1,1
Very Far Away from Anywhere Else,3.91,en-US,133,1756,176,2000,4,0,0
Vagabond  Volume 20,4.41,eng,224,513,12,2000,1,0,1
彼方から 13,4.48,jpn,178,19,0,2000,3,0,0
Tsubasa: RESERVoir CHRoNiCLE  Vol. 11,4.28,eng,183,2728,35,2000,4,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 3,4.28,eng,196,5616,65,2000,4,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 1,4.11,eng,197,38296,396,2000,2,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 10,4.29,eng,184,2765,38,2000,3,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 8,4.27,eng,194,2993,40,2000,1,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 6,4.3,eng,193,3359,48,2000,3,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 04 (Tsubasa: RESERVoir CHRoNiCLE  #4),4.28,eng,192,4059,50,2000,1,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 09,4.28,eng,184,3052,41,2000,2,1,1
Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,4.31,eng,184,2683,38,2000,1,1,1
ツバサ-RESERVoir CHRoNiCLE- 4,4.28,jpn,186,6,2,2000,1,0,0
ツバサ-RESERVoir CHRoNiCLE- 6,4.3,jpn,186,5,1,2000,2,0,0
ツバサ-RESERVoir CHRoNiCLE- 3,4.28,jpn,190,7,1,2000,4,0,0
ツバサ-RESERVoir CHRoNiCLE- 7,4.29,jpn,188,5,2,2000,3,0,0
ツバサ-RESERVoir CHRoNiCLE- 8,4.27,jpn,187,4,0,2000,4,0,0
Hikaru no Go  Vol. 7: The Young Lions Tournament (Hikaru no Go  #7),4.26,eng,205,1144,18,2000,3,1,1
Hikaru no Go  Vol. 8: The Pro Test Preliminaries: Day Four (Hikaru no Go  #8),4.22,eng,205,985,15,2000,4,1,1
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),4.1,eng,187,8921,207,2000,2,1,1
Hikaru no Go  Vol. 9: The Pro Test Begins (Hikaru no Go  #9),4.27,eng,207,1012,21,2000,2,1,1
Hikaru no Go  Vol. 10: Lifeline (Hikaru no Go  #10),4.28,eng,203,953,20,2000,3,1,1
ヒカルの碁 18、番外編,4.11,jpn,211,275,7,2000,3,1,0
ヒカルの碁 23、あなたに呼びかけている,4.22,jpn,198,61,5,2000,3,1,0
ヒカルの碁 7、若獅子戦,4.26,jpn,208,9,2,2000,2,1,0
ヒカルの碁 15、さよなら,4.25,jpn,211,289,8,2000,4,1,0
ヒカルの碁 13、プロ第一戦,4.26,jpn,195,11,2,2000,3,1,0
ヒカルの碁 14、sai vs toya koyo,4.23,jpn,189,331,6,2000,4,1,0
ヒカルの碁 16、中国棋院,4.15,jpn,191,282,7,2000,1,1,0
ヒカルの碁 6、院生試験,4.22,jpn,211,8,2,2000,2,1,0
ヒカルの碁 9、本戦開始,4.27,jpn,207,9,2,2000,4,1,0
ヒカルの碁 22、打倒高永夏,4.21,jpn,189,329,5,2000,2,1,0
ヒカルの碁 12、新初段シリーズ,4.24,jpn,189,9,2,2000,2,1,0
Death Note  Vol. 8: Target (Death Note  #8),4.26,eng,201,16983,428,2000,4,1,1
Death Note  Vol. 1: Boredom (Death Note  #1),4.43,eng,195,174482,3010,2000,4,1,1
Death Note  Vol. 4: Love (Death Note  #4),4.39,eng,204,21653,690,2000,1,1,1
Death Note  Vol. 5: Whiteout (Death Note  #5),4.34,eng,201,19274,583,2000,2,1,1
Death Note  Vol. 3: Hard Run (Death Note  #3),4.43,eng,200,22435,741,2000,1,1,1
Death Note  Vol. 2: Confluence (Death Note  #2),4.43,eng,197,25578,948,2000,4,1,1
Death Note  Vol. 6: Give-and-Take (Death Note  #6),4.39,eng,215,18291,491,2000,3,1,1
Death Note  Vol. 7: Zero (Death Note  #7),4.43,eng,211,18321,586,2000,3,1,1
Death Note  Vol. 9: Contact (Death Note  #9),4.21,eng,193,13472,363,2000,1,1,1
Death Note  Vol. 10: Deletion (Death Note  #10),4.22,eng,188,12461,325,2000,1,1,1
The Worm Ouroboros,3.71,eng,446,2956,239,2000,2,1,0
Mistress of Mistresses: A Vision of Zimiamvia (The Zimiamvian Trilogy  #1),3.64,eng,405,26,6,1970,4,1,1
The Mezentian Gate,3.6,eng,275,134,5,1970,2,0,0
The Mythical Man-Month: Essays on Software Engineering,4.05,eng,322,9395,616,1990,3,0,0
Museum of Terror  Vol. 1: Tomie 1,4.09,eng,375,1444,83,2000,3,1,1
Museum of Terror  Vol. 2: Tomie 2,4.11,eng,376,911,33,2000,3,1,1
Museum of Terror  Vol. 3: The Long Hair in the Attic,4.12,eng,392,628,26,2000,4,1,1
Tomie 1  富江,3.94,eng,248,900,38,2000,2,1,0
Tomie 2  富江 Part 2,3.86,eng,247,521,32,2000,2,1,0
Hana Yori Dango: Le jeu da la fin du monde 1 (Boys Over Flowers  #1),4.11,fre,212,26,3,2000,1,1,1
Hana Yori Dango 3 (Boys Over Flowers  #3),4.12,fre,185,10,0,2000,2,1,1
Hana Yori Dango 2 (Boys Over Flowers  #2),4.12,fre,171,12,0,2000,2,1,1
Voices (Annals of the Western Shore  #2),3.88,eng,341,3493,306,2000,3,0,1
Gifts (Annals of the Western Shore  #1),3.7,eng,286,6666,606,2000,2,0,1
Lao Tzu: Tao Te Ching: A Book about the Way and the Power of the Way,4.3,eng,125,800,91,1990,4,1,0
The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,4.3,eng,314,1044,164,2000,1,0,0
The Dispossessed,4.22,eng,387,64196,3525,1990,4,0,0
Five Complete Novels,4.13,eng,579,58,13,1980,3,0,0
Tehanu (Earthsea Cycle  #4),3.94,eng,281,1269,93,2000,3,0,1
Changing Planes,3.83,eng,239,3489,335,2000,3,0,0
The Other Wind (Earthsea Cycle  #6),4.12,eng,211,14393,635,2000,3,1,1
Tales from Earthsea (Earthsea Cycle  #5),4.04,eng,280,14549,468,2000,4,0,1
Jane on Her Own (Catwings  #4),4.17,eng,48,1322,87,2000,4,1,1
Tehanu (Earthsea Cycle  #4),3.94,eng,281,26096,1053,2000,4,0,1
The Tombs of Atuan (Earthsea Cycle  #2),4.09,eng,180,73161,1922,2000,3,1,1
Catwings (Catwings #1),4.09,eng,40,6598,600,2000,2,1,1
Wonderful Alexander and the Catwings,4.13,eng,42,21,1,1990,3,1,0
The Farthest Shore (Earthsea Cycle  #3),4.12,eng,259,79809,1224,2000,4,0,1
The Life and Games of Mikhail Tal,4.52,eng,496,442,24,1990,3,1,0
Tal-Botvinnik 1960,4.55,eng,220,161,12,2000,3,1,0
Don Quixote,3.87,eng,1056,335,52,2000,1,1,0
Cromartie High School  Vol. 06,4.21,eng,176,61,4,2000,2,1,1
Cromartie High School  Vol. 05,4.28,eng,168,63,2,2000,1,1,1
Cromartie High School  Vol. 01,4.0,eng,158,393,41,2000,1,1,1
Cromartie High School  Vol. 02,4.19,eng,161,134,9,2000,2,1,1
Bleach  Volume 16,4.34,eng,208,5763,75,2000,4,0,1
Bleach  Volume 13,4.36,eng,208,6371,85,2000,2,0,1
Bleach  Volume 10,4.28,eng,208,7037,81,2000,4,0,1
Bleach  Volume 18,4.34,eng,208,7781,70,2000,2,0,1
Bleach  Volume 17,4.35,eng,208,6250,60,2000,1,0,1
Bleach  Volume 19,4.36,eng,216,5922,81,2000,2,0,1
Bleach  Volume 20,4.36,eng,216,5648,76,2000,3,0,1
The Twelve Kingdoms: Sea of Shadow (The Twelve Kingdoms  #1),4.2,en-US,464,2504,172,2000,1,1,1
Twelve Fair Kingdoms,3.99,eng,195,141,10,1980,1,0,0
Crest of the Stars 2: A Modest War  (Seikai no Monshou  #2),4.11,eng,222,135,5,2000,1,0,1
Crest of the Stars 3: Return to a Strange World  (Seikai no Monshou  #3),4.25,eng,203,128,3,2000,2,0,1
Julie and Julia: My Year of Cooking Dangerously,3.7,en-US,307,2261,537,2000,3,0,0
Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,3.7,eng,310,136123,5852,2000,3,0,0
The Master of Go,3.84,eng,189,2821,199,1990,2,1,0
Conrad's Fate (Chrestomanci  #5),4.05,eng,400,8080,336,2000,2,0,1
Rocketman: Astronaut Pete Conrad's Incredible Ride to the Moon and Beyond,4.08,eng,301,26,4,2000,2,1,0
Red River  Vol. 14 (Red River  #14),4.44,eng,191,1030,13,2000,3,0,1
Red River  Vol. 15 (Red River  #15),4.45,eng,191,1007,13,2000,4,0,1
Red River  Vol. 16 (Red River  #16),4.45,eng,191,999,13,2000,1,0,1
Red River  Vol. 17 (Red River  #17),4.44,eng,189,984,10,2000,2,0,1
Tramps Like Us  Volume 8,4.3,en-US,192,611,14,2000,1,0,1
Tramps Like Us  Volume 9,4.32,en-GB,185,562,11,2000,2,0,1
Tramps Like Us  Volume 11,4.28,eng,182,478,12,2000,1,0,1
Tramps Like Us  Volume 12,4.37,en-US,179,497,9,2000,2,0,1
きみはペット 11 [Kimi wa Petto 11],4.28,jpn,184,6,0,2000,4,1,0
Suki's Kimono,4.19,eng,32,645,123,2000,3,1,0
The Interpreter,3.56,eng,304,976,106,2000,1,0,0
The Thousandfold Thought (The Prince of Nothing  #3),3.93,eng,560,8716,228,2000,1,0,1
Flight of the Nighthawks (The Darkwar Saga  #1),3.96,en-US,368,9698,110,2000,2,0,1
Magician: Apprentice (The Riftwar Saga  #1),4.17,eng,485,73396,1367,1990,1,0,1
Into a Dark Realm (The Darkwar Saga  #2),4.0,eng,319,9291,97,2000,1,0,1
Manna from Heaven,3.95,en-US,255,337,10,2000,2,1,0
Lord of Light,4.1,eng,296,23392,1104,2010,1,0,0
Roger Zelazny's To Rule in Amber (The Dawn of Amber  #3),3.77,eng,310,753,13,2000,4,1,1
Terrier (Beka Cooper  #1),4.15,eng,581,56973,1623,2000,4,0,1
Alanna: The First Adventure (Song of the Lioness  #1),4.26,eng,274,101059,3815,2000,1,0,1
Young Warriors: Stories of Strength,3.91,eng,312,3643,74,2000,4,1,0
Emperor Mage (Immortals  #3),4.29,eng,358,49912,615,2000,2,0,1
The Realms of the Gods (Immortals  #4),4.32,eng,347,46937,665,2000,1,0,1
In the Hand of the Goddess (Song of the Lioness  #2),4.24,eng,264,77540,1396,2000,1,0,1
Wild Magic (Immortals  #1),4.32,eng,362,61677,1448,2000,2,0,1
Lioness Rampant (Song of the Lioness  #4),4.28,en-US,384,72386,1230,2000,1,0,1
The Botany of Desire: A Plant's-Eye View of the World,4.06,eng,297,39680,2780,2000,2,0,0
More Milly Molly Mandy,4.12,eng,224,846,17,1990,3,0,0
Essence and Alchemy: A Natural History of Perfume,4.09,eng,256,459,37,2000,1,0,0
The Lion  the Witch and the Wardrobe,4.21,en-US,112,381,19,2000,4,1,0
Promise of the Witch King (Forgotten Realms: The Sellswords  #2),4.17,eng,373,7847,104,2000,3,0,1
Witches Abroad (Discworld  #12),4.22,en-GB,368,346,31,2000,3,0,1
The Wizard's Apprentice (The Keepers  #2),3.8,eng,175,353,20,2000,4,1,1
Magician: Apprentice (The Riftwar Saga  #1),4.17,eng,336,614,19,1990,4,0,1
Magician: Apprentice (The Riftwar Saga  #1),4.45,eng,265,276,5,2000,2,1,1
Geek Love,3.97,eng,348,50103,5030,2000,2,0,0
Dear God  Help!!! Love  Earl,3.97,eng,144,37,4,2000,3,1,0
Prince of the Blood (Krondor's Sons  #1),3.98,eng,429,19537,171,2000,4,0,1
Shards of a Broken Crown (The Serpentwar Saga  #4),4.02,en-US,417,131,4,1990,2,0,1
Rage of a Demon King (The Serpentwar Saga  #3),4.05,en-US,436,21965,92,1990,2,0,1
A Crown of Swords (The Wheel of Time  #7),4.04,eng,880,106712,1604,1990,4,0,1
Winter's Heart (The Wheel of Time  #9),3.94,eng,780,86944,1442,2000,1,0,1
The Fires of Heaven (The Wheel of Time  #5),4.16,eng,912,113052,1673,1990,3,0,1
A Beautiful Mind,4.13,eng,461,115201,1008,2000,1,0,0
How To Have A Beautiful Mind,3.62,en-US,232,1595,135,2000,2,0,0
The State of Mind Called Beautiful,4.22,eng,170,28,1,2000,2,1,0
Il genio dei numeri,4.13,ita,442,45,5,2000,1,1,0
Wolfskin (Saga of the Light Isles  #1),4.01,eng,544,5653,225,2000,3,0,1
Blade of Fortriu (The Bridei Chronicles  #2),4.09,eng,496,5141,184,2000,4,0,1
The Dark Mirror (The Bridei Chronicles  #1),3.97,en-US,512,63,8,2000,2,0,1
Child of the Prophecy (Sevenwaters  #3),4.12,eng,596,17071,708,2000,2,0,1
Son of the Shadows (Sevenwaters  #2),4.33,eng,608,24253,1070,2000,2,0,1
Wildwood Dancing (Wildwood  #1),4.09,eng,407,24751,2219,2000,1,0,1
Foxmask (Saga of the Light Isles  #2),4.1,eng,670,104,9,2000,1,0,1
Foxmask (Saga of the Light Isles  #2),4.1,eng,560,4123,145,2000,4,0,1
The Noonday Demon: An Atlas of Depression,4.18,eng,576,9255,724,2000,2,0,0
The Noonday Demon: An Anatomy of Depression,4.18,en-GB,560,119,10,2000,2,0,0
My Secret: A PostSecret Book,4.34,en-GB,144,5874,281,2000,4,0,0
The Secret Lives of Men and Women: A PostSecret Book,4.37,en-GB,144,5406,237,2000,1,0,0
The Secret Life of Houdini: The Making of America's First Superhero,3.87,en-US,592,1738,235,2000,4,1,0
The Golden Key,3.82,eng,1074,36,5,1990,3,1,0
The Case Of The Golden Key (Jigsaw Jones Mystery #19),3.88,eng,80,87,10,2000,3,1,1
Mandie and the Jumping Juniper (Mandie  #18),3.89,eng,160,874,19,2000,1,0,1
Wise Child,4.14,eng,228,178,12,2000,1,0,0
The Boys of the Archangel Raphael: A Youth Confraternity in Florence  1411-1785,2.0,eng,498,1,0,1990,2,0,0
King Solomon's Ring,4.23,eng,192,1509,80,2000,3,1,0
The Konrad Saga (Konrad  #1-3),3.57,eng,608,74,4,2000,2,1,1
Aerie (Dragon Jousters  #4),3.95,en-US,291,4922,95,2000,4,0,1
Sanctuary (Dragon Jousters  #3),4.01,eng,448,6437,81,2000,2,0,1
Fortune's Fool (Five Hundred Kingdoms  #3),3.83,en-US,362,7756,283,2000,1,0,1
The Fairy Godmother (Five Hundred Kingdoms  #1),3.97,eng,479,15813,871,2000,4,0,1
The Wizard of London (Elemental Masters  #4),3.79,en-US,384,6145,202,2000,4,0,1
By Slanderous Tongues (Doubled Edge  #3),3.9,eng,544,698,19,2000,1,1,1
Arrows of the Queen (Heralds of Valdemar  #1),4.14,eng,320,31058,927,1980,1,0,1
Phoenix and Ashes (Elemental Masters  #3),4.01,eng,480,6980,229,2000,4,0,1
Crossroads and Other Tales of Valdemar (Tales of Valdemar #3),3.87,eng,338,3049,32,2000,4,1,1
Storm Warning (Valdemar: Mage Storms #1),4.03,eng,428,11193,123,1990,3,0,1
This Rough Magic (Heirs of Alexandria  #2),3.86,eng,893,1189,23,2000,2,1,1
Joust (Dragon Jousters  #1),4.02,eng,448,10113,263,2000,1,0,1
Winds of Fury (Valdemar: Mage Winds #3),4.05,eng,423,12027,105,1990,3,0,1
Winds of Fate (Valdemar: Mage Winds #1),4.04,eng,458,14611,208,1990,3,0,1
Alta (Dragon Jousters  #2),4.03,en-US,434,7060,113,2000,1,0,1
The Serpent's Shadow (Elemental Masters  #1),3.99,en-US,394,8768,306,2000,1,0,1
Storm Rising (Valdemar: Mage Storms  #2),4.02,en-US,412,10781,86,1990,4,0,1
Exile's Valor (Heralds of Valdemar  #7),4.19,en-GB,438,10882,104,2000,4,0,1
Sword of Ice and Other Tales of Valdemar (Tales of Valdemar #1),3.85,eng,350,3869,50,1990,1,1,1
The River's Gift,3.9,eng,128,1050,59,1990,4,0,0
Jinx High (Diana Tregarde  #3),3.83,en-US,335,3507,66,2000,3,0,1
Owlknight (Owl Mage Trilogy  #3),3.98,eng,450,8045,98,2000,4,1,1
Bedlam's Edge (Bedlam's Bard  #8),3.92,en-US,384,922,20,2000,1,1,1
Owlflight (Owl Mage Trilogy  #1),3.98,eng,342,9217,168,1990,4,1,1
Children of the Night (Diana Tregarde  #2),3.94,en-US,320,4349,103,2000,3,0,1
Winter Moon (Walker Papers  #1.5),3.78,eng,393,2668,148,2000,4,1,1
Arrow's Fall (Heralds of Valdemar  #3),4.19,eng,319,19520,330,1980,1,0,1
Difficult Conversations: How to Discuss What Matters Most,4.09,en-US,250,61,9,2000,2,1,0
The Scarlet Gang of Asakusa,3.36,eng,181,360,34,2000,2,1,0
Beauty and Sadness,3.85,eng,206,4933,313,1990,1,1,0
The Dancing Girl of Izu and Other Stories,3.78,eng,176,1385,75,1990,3,1,0
Palm-of-the-Hand Stories,3.99,eng,288,1777,129,2000,4,1,0
House of the Sleeping Beauties and Other Stories,3.67,eng,148,3581,224,2000,1,1,0
First Snow on Fuji,3.85,eng,227,601,42,1990,4,1,0
Romanee Conti: The World's Most Fabled Wine,3.75,eng,208,20,1,1990,3,0,0
As I Crossed a Bridge of Dreams: Recollections of a Woman in Eleventh-Century Japan,3.82,eng,148,527,54,1970,1,1,0
The Time Traveler's Wife,3.97,eng,518,1005,253,2000,4,0,0
The Part-Time Wife (The Secret Lives of Society Wives  #6),3.6,eng,179,120,12,2000,4,0,1
Part-Time Wife (Hometown Heartbreakers  #4),3.97,eng,256,574,22,1990,1,0,1
The Little Friend,3.46,eng,555,808,112,2000,2,0,0
The Little Friend,3.46,eng,559,220,25,2000,4,0,0
The Littles and Their Amazing New Friend,3.87,eng,112,190,16,1990,1,0,0
Little House Friends (Little House Chapter Books: Laura  #9),4.04,eng,80,73,2,1990,3,1,1
The Legend of the Poinsettia,4.19,eng,32,2401,115,1990,4,0,0
I Am Legend,4.07,eng,160,55751,3104,1990,1,0,0
Throne of Jade (Temeraire  #2),3.89,eng,398,30029,1818,2000,2,0,1
Thrones  Dominations,3.89,en-US,322,165,24,1990,1,1,0
A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,4.14,eng,384,14,3,2000,1,0,0
Utena: Revolutionary Girl 01,3.83,ger,192,14,0,2000,1,0,1
Malgudi Days,4.21,eng,264,13518,473,2000,4,1,0
The Magic Barrel,3.99,en-US,240,1958,95,2000,3,1,0
O Xará,3.99,por,336,152,9,2000,3,0,0
Prétear  Vol. 4 (Prétear  #4),3.96,eng,180,294,14,2000,1,1,1
Prétear  Vol. 3 (Prétear  #3),3.95,eng,172,326,10,2000,4,1,1
Prétear  Vol. 2 (Prétear  #2),4.0,eng,182,347,17,2000,3,1,1
Zinn & the Art of Road Bike Maintenance,4.29,eng,356,282,24,2000,4,1,0
A Power Governments Cannot Suppress,4.27,eng,293,873,78,2000,4,0,0
Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,4.12,eng,304,30333,1293,2000,1,0,0
Grammar Snobs Are Great Big Meanies: A Guide to Language for Fun and Spite,3.78,eng,199,774,157,2000,1,0,0
Death of a Snob (Hamish Macbeth  #6),3.78,eng,192,17,1,2000,2,0,1
Beauty is the Beast  Vol. 4,3.79,eng,208,335,11,2000,3,1,1
Beauty and the Beast,4.37,eng,64,3682,133,2000,4,1,0
Disney's Beauty and the Beast (A Little Golden Book),4.41,eng,24,28824,132,2000,2,1,0
Mao II,3.68,fre,278,10,1,2000,4,1,0
White Noise: Text and Criticism,3.87,eng,538,747,75,1990,4,1,0
The Art of Loving,4.04,eng,192,38148,1310,2010,3,1,0
The Art of Loving,3.51,en-US,184,172,13,2000,2,1,0
Inattentional Blindness,4.2,en-US,287,10,3,2000,3,1,0
Touching the Rock: An Experience of Blindness,3.98,eng,248,141,24,1990,2,1,0
Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,4.12,eng,342,180,9,1980,4,1,0
Yiddish with Dick and Jane,3.92,en-US,112,373,67,2000,3,1,0
A Treasury of Dick and Jane and Friends (Dick and Jane),4.13,en-US,200,371,43,2000,3,1,0
The Complete Dick Tracy Volume 1: 1931-1933,4.02,eng,352,168,17,2010,1,1,1
Do Androids Dream Of Electric Sheep?,4.08,en-US,224,267,28,2000,1,0,0
Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,4.38,eng,830,1970,206,2000,2,1,0
The Philip K. Dick Reader,4.28,eng,422,2760,158,2000,2,0,0
The Shifting Realities of Philip K. Dick,4.09,en-US,384,903,40,1990,1,1,0
The Collected Stories of Philip K. Dick 3: Second Variety,4.26,eng,414,3135,75,2000,2,1,0
The Minority Report (Collected Stories of Philip K. Dick),4.19,eng,396,20,0,2000,1,0,0
A Man's Protection,3.88,eng,186,275,6,1980,4,1,0
Jonathan Strange y el señor Norrell,3.82,spa,795,200,38,2000,3,1,0
Hunger,3.92,eng,192,797,72,2000,1,0,0
The Diezmo,3.46,eng,224,11,1,2000,2,0,0
Colter: The True Story of the Best Dog I Ever Had,3.88,eng,208,463,65,2000,2,0,0
The Hermit's Story,4.12,eng,192,437,45,2000,3,0,0
The Great Gatsby,3.91,eng,182,149,7,1940,3,0,0
Gould's Book of Fish: A Novel in Twelve Fish,3.69,eng,449,3261,384,2000,1,0,0
One Hundred Years of Solitude,4.07,eng,560,130,5,2000,1,1,0
The Liars' Club,3.93,eng,320,52578,2464,2000,2,0,0
The Pretender (Liar's Club  #1),3.98,en-GB,358,2241,106,2000,2,0,1
The Impostor (Liar's Club  #2),3.91,eng,369,1356,69,2000,4,0,1
Small Wonder,4.01,eng,264,8965,623,2000,2,0,0
Prodigal Summer,4.0,eng,444,88241,5652,2000,4,0,0
English Passengers,4.06,eng,446,4863,409,2000,1,0,0
English Passengers,4.06,en-GB,462,537,65,2000,2,0,0
Independent People,4.17,en-GB,544,80,11,2000,3,1,0
World Light,4.14,eng,624,551,52,2000,4,1,0
Under the Glacier,3.59,eng,240,1577,181,2000,1,1,0
Paradise Reclaimed,3.77,eng,304,447,33,2000,2,1,0
Iceland's Bell,3.89,eng,425,1262,90,2000,4,1,0
The Atom Station,3.55,en-GB,192,592,52,2000,1,1,0
Island: Collected Stories,4.19,eng,448,837,102,2000,3,0,0
Carried Away: A Personal Selection of Stories,4.15,eng,608,620,83,2000,3,1,0
Selected Stories,4.28,eng,688,5749,285,1990,4,0,0
Runaway,3.98,eng,335,633,115,2000,4,0,0
Something I've Been Meaning to Tell You: 13 Stories,4.1,eng,246,2386,178,2000,4,0,0
The Beggar Maid: Stories of Flo and Rose,3.93,eng,210,2814,258,1990,2,1,0
Lives of Girls and Women,3.99,eng,277,8461,553,2000,1,0,0
Open Secrets,4.07,eng,304,4038,297,1990,4,0,0
Coin Locker Babies,3.68,eng,393,6440,298,2000,3,1,0
Pastoralia,4.11,eng,188,13431,931,2000,3,0,0
Good Faith,3.26,eng,432,1837,245,2000,2,0,0
The Greenlanders,3.9,eng,608,2013,311,2000,3,0,0
The Autograph Man,3.16,eng,420,535,66,2000,2,0,0
El cazador de autógrafos,3.16,spa,379,11,1,2000,4,0,0
Anna Karenina,4.05,eng,740,28,7,2000,1,1,0
Chronicles: Volume One,3.98,eng,320,42014,1304,2000,3,0,1
The Essential Interviews,4.11,eng,447,1097,47,2000,2,1,0
The Bob Dylan Encyclopedia,4.27,eng,800,289,8,2000,3,0,0
Going Native,3.58,eng,320,593,62,2000,2,0,0
Stranger In A Strange Land,3.92,eng,672,561,48,2000,1,0,0
Rain of Gold,4.48,eng,576,5880,618,1990,3,0,0
The Pearl/The Red Pony,3.64,eng,181,1469,39,1970,3,0,0
A Midsummer Night's Dream,3.94,eng,144,1002,57,2000,3,1,0
A Ring of Endless Light (Austin Family  #4),4.15,eng,332,16755,620,1990,3,0,1
Bless Me  Ultima,3.77,en-US,290,22435,1912,1990,2,0,0
A Reading Guide to Island of the Blue Dolphins,3.89,eng,64,4,0,2000,3,0,0
Einstein's Dreams,4.07,eng,144,25551,2576,2000,4,0,0
Sweet Dreams  Mimi (Baby Einstein),3.13,eng,16,37,3,2000,2,1,0
A Hunger Like No Other (Immortals After Dark  #1),4.19,eng,356,57010,2634,2000,2,0,1
The Price of Pleasure (Sutherland Brothers  #2),4.0,en-US,353,118,5,2000,3,0,1
If You Dare (MacCarrick Brothers  #1),4.0,eng,349,10615,450,2000,2,0,1
Organic Church: Growing Faith Where Life Happens,3.88,en-US,237,847,68,2000,3,1,0
Chekhov's Doctors: A Collection of Chekhov's Medical Tales (Literature & Medicine 5),4.04,en-GB,228,51,3,2000,3,1,0
The Story of Ruby Bridges,4.43,eng,32,11403,605,2000,2,1,0
The Complete Lyrics of Cole Porter,4.53,en-US,544,32,2,1990,3,1,0
Barron's Book Notes: Lord of the Flies,3.67,eng,120,6,0,1980,4,1,0
The spire  William Golding : notes,3.6,eng,135,594,35,2000,4,0,0
The Inheritors,3.52,en-US,240,2826,266,1960,3,0,0
The Pyramid,3.33,eng,217,527,20,1990,3,0,0
President Nixon: Alone in the White House,3.96,en-US,704,391,23,2000,4,0,0
